Date,Insurer,Claims_outstanding_at_the_beginning_of_the_quarter,Claims_intimated_during_the_quarter,Claims_revived,Claims_paid,Claims_declined,Claims_closed_as_no_claims,Claims_outstanding_at_the_end,Claims_declined_ratio_(%),Claims_closed_as_no_claims_ratio_(%),Claim_payment_ratio_(%),Total_Claims_Payable,Total_Claims_Action_during_the_Quarter,Claims_closed_as_no_claims_ratio (%)
2018-06-30,PIONEER GENERAL INSURANCE LIMITED,124.0,235.0,0.0,154.0,3.0,7.0,195.0,0.8356545961002786,1.9498607242339834,42.89693593314763,359.0,164.0,1.9498607242339834
2018-06-30,SAHAM INSURANCE COMPANY LIMITED,15034.0,23866.0,175.0,21738.0,325.0,72.0,16940.0,0.8317338451695457,0.18426103646833014,55.631477927063344,39075.0,22135.0,0.18426103646833014
2018-06-30,SANLAM GENERAL INSURANCE COMPANY LIMITED,63615.0,20788.0,597.0,12884.0,344.0,15.0,71757.0,0.40470588235294114,0.01764705882352941,15.157647058823528,85000.0,13243.0,0.01764705882352941
2018-06-30,TAKAFUL INSURANCE OF AFRICA LIMITED,445.0,88.0,0.0,115.0,12.0,25.0,381.0,2.25140712945591,4.690431519699812,21.575984990619137,533.0,152.0,4.690431519699812
2018-06-30,TAUSI ASSURANCE COMPANY LIMITED,585.0,338.0,0.0,255.0,0.0,70.0,598.0,0.0,7.583965330444204,27.627302275189596,923.0,325.0,7.583965330444204
2018-06-30,THE KENYAN ALLIANCE INSURANCE COMPANY LIMITED,188.0,735.0,0.0,740.0,32.0,0.0,151.0,3.4669555796316356,0.0,80.17334777898158,923.0,772.0,0.0
2018-06-30,THE MONARCH INSURANCE COMPANY LIMITED,533.0,766.0,1.0,894.0,40.0,0.0,366.0,3.076923076923077,0.0,68.76923076923077,1300.0,934.0,0.0
2018-06-30,TRIDENT INSURANCE COMPANY LIMITED,47200.0,3759.0,4.0,3354.0,0.0,3754.0,43855.0,0.0,7.366128367639267,6.581245217118302,50963.0,7108.0,7.366128367639267
2018-06-30,OLD MUTUAL GENERAL INSURANCE KENYA LIMITED,2494.0,1727.0,84.0,1943.0,31.0,0.0,2331.0,0.7200929152148664,0.0,45.133565621370494,4305.0,1974.0,0.0
2018-06-30,XPLICO INSURANCE COMPANY LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-30,AAR INSURANCE COMPANY LIMITED,17986.0,89608.0,3.0,74372.0,477.0,5755.0,26993.0,0.4433209104343058,5.348811272004015,69.12088627006328,107597.0,80604.0,5.348662137420188
2018-09-30,AFRICAN MERCHANT ASSURANCE COMPANY LIMITED,1764.0,586.0,350.0,637.0,0.0,0.0,2063.0,0.0,0.0,23.59259259259259,2700.0,637.0,0.0
2018-09-30,AIG KENYA INSURANCE COMPANY LIMITED,1465.0,1300.0,371.0,1280.0,0.0,91.0,1765.0,0.0,3.2911392405063293,40.816326530612244,3136.0,1371.0,2.9017857142857144
2018-09-30,ALLIANZ INSURANCE COMPANY LIMITED,205.0,184.0,52.0,113.0,0.0,0.0,328.0,0.0,0.0,25.623582766439913,441.0,113.0,0.0
2018-09-30,APA INSURANCE COMPANY LIMITED,4710.0,2575.0,7468.0,3389.0,0.0,0.0,11364.0,0.0,0.0,22.97159899681421,14753.0,3389.0,0.0
2018-09-30,BRITAM GENERAL INSURANCE COMPANY (K) LTD,377877.0,285458.0,0.0,373466.0,0.0,0.0,289869.0,0.0,0.0,56.30126557470961,663335.0,373466.0,0.0
2018-09-30,CIC GENERAL INSURANCE LIMITED,10771.0,2897.0,2173.0,1875.0,0.0,0.0,13966.0,0.0,0.0,11.836373966290006,15841.0,1875.0,0.0
2018-09-30,CORPORATE INSURANCE COMPANY LIMITED,996.0,107.0,0.0,26.0,0.0,53.0,1024.0,0.0,4.805077062556664,2.357207615593835,1103.0,79.0,4.805077062556664
2018-09-30,DIRECTLINE ASSURANCE COMPANY LIMITED,76.0,64.0,0.0,48.0,0.0,6.0,86.0,0.0,4.285714285714286,34.285714285714285,140.0,54.0,4.285714285714286
2018-09-30,FIDELITY SHIELD INSURANCE COMPANY LIMITED,6076.0,1571.0,1437.0,2246.0,0.0,22.0,6816.0,0.0,0.2876945207270825,24.72479084103919,9084.0,2268.0,0.24218405988551298
2018-09-30,FIRST ASSURANCE COMPANY LIMITED,49015.0,39093.0,0.0,45142.0,0.0,5993.0,36973.0,0.0,6.801879511508603,51.23484814091797,88108.0,51135.0,6.801879511508603
2018-09-30,GA INSURANCE LIMITED,7444.0,4438.0,88.0,4195.0,209.0,12.0,7554.0,1.746031746031746,0.10099309880491499,35.04594820384294,11970.0,4416.0,0.10025062656641603
2018-09-30,GEMINIA INSURANCE COMPANY LIMITED,2143.0,826.0,1672.0,570.0,0.0,0.0,4071.0,0.0,0.0,12.281835811247575,4641.0,570.0,0.0
2018-09-30,THE HERITAGE INSURANCE COMPANY LIMITED,15013.0,5198.0,5893.0,7310.0,58.0,806.0,17930.0,0.2221881703953417,3.987927366285686,28.003371130861172,26104.0,8174.0,3.087649402390438
2018-09-30,ICEA LION GENERAL INSURANCE COMPANY LIMITED,20839.0,1253.0,5766.0,1033.0,0.0,0.0,26825.0,0.0,0.0,3.7080910330964176,27858.0,1033.0,0.0
2018-09-30,INTRA AFRICA ASSURANCE COMPANY LIMITED,718.0,482.0,440.0,526.0,2.0,126.0,986.0,0.12195121951219512,10.5,32.073170731707314,1640.0,654.0,7.682926829268292
2018-09-30,INVESCO ASSURANCE COMPANY LIMITED,1167.0,95.0,149.0,138.0,0.0,0.0,1273.0,0.0,0.0,9.780297661233169,1411.0,138.0,0.0
2018-09-30,JUBILEE ALLIANZ GENERAL INSURANCE LIMITED,271178.0,1004844.0,2230.0,989426.0,0.0,283.0,288543.0,0.0,0.02217830100107992,77.40461192315756,1278252.0,989709.0,0.022139609404092462
2018-09-30,KENINDIA ASSURANCE COMPANY LIMITED,5303.0,3621.0,0.0,3963.0,4.0,0.0,4957.0,0.04482294935006724,0.0,44.408337068579115,8924.0,3967.0,0.0
2018-09-30,KENYA ORIENT INSURANCE LIMITED,10678.0,1413.0,1476.0,656.0,55.0,158.0,12698.0,0.40539544482936535,1.3067570920519394,4.835262032873885,13567.0,869.0,1.1645905506007224
2018-09-30,MADISON GENERAL INSURANCE KENYA LIMITED,10513.0,74441.0,682.0,74947.0,2024.0,0.0,8665.0,2.363491989350273,0.0,87.51809986454295,85636.0,76971.0,0.0
2018-09-30,MAYFAIR INSURANCE COMPANY LIMITED,496.0,225.0,0.0,351.0,0.0,0.0,370.0,0.0,0.0,48.68238557558946,721.0,351.0,0.0
2018-09-30,CANNON GENERALINSURANCE COMPANY LIMITED,1105.0,394.0,0.0,441.0,1.0,16.0,1041.0,0.06671114076050699,1.0673782521681119,29.419613075383587,1499.0,458.0,1.0673782521681119
2018-09-30,MUA INSURANCE(KENYA) LIMITED,925.0,477.0,0.0,321.0,0.0,84.0,997.0,0.0,5.991440798858773,22.89586305278174,1402.0,405.0,5.991440798858773
2018-09-30,OCCIDENTAL INSURANCE COMPANY LIMITED,1753.0,1019.0,4.0,717.0,0.0,464.0,1595.0,0.0,16.738816738816737,25.828530259365994,2776.0,1181.0,16.714697406340058
2018-09-30,PACIS INSURANCE COMPANY LIMITED,1766.0,1007.0,1497.0,852.0,7.0,64.0,3347.0,0.16393442622950818,2.307969707897584,19.953161592505854,4270.0,923.0,1.4988290398126463
2018-09-30,PIONEER GENERAL INSURANCE LIMITED,195.0,309.0,967.0,340.0,8.0,0.0,1123.0,0.5438477226376615,0.0,23.11352821210061,1471.0,348.0,0.0
2018-09-30,SAHAM INSURANCE COMPANY LIMITED,16943.0,27167.0,636.0,23580.0,33.0,192.0,20941.0,0.07374960890358914,0.4352754477442757,52.69744781656461,44746.0,23805.0,0.4290886336208823
2018-09-30,SANLAM GENERAL INSURANCE COMPANY LIMITED,69993.0,23178.0,0.0,19140.0,351.0,16.0,73664.0,0.37672666387609877,0.017172725418853507,20.542872782303505,93171.0,19507.0,0.017172725418853507
2018-09-30,TAKAFUL INSURANCE OF AFRICA LIMITED,381.0,79.0,28.0,162.0,0.0,5.0,321.0,0.0,1.0224948875255624,33.19672131147541,488.0,167.0,1.0245901639344261
2018-09-30,TAUSI ASSURANCE COMPANY LIMITED,598.0,342.0,81.0,207.0,0.0,75.0,739.0,0.0,7.9787234042553195,20.274240940254654,1021.0,282.0,7.345739471106757
2018-09-30,THE KENYAN ALLIANCE INSURANCE COMPANY LIMITED,151.0,1147.0,592.0,1078.0,26.0,39.0,747.0,1.3756613756613756,3.00462249614792,57.03703703703704,1890.0,1143.0,2.0634920634920633
2018-09-30,THE MONARCH INSURANCE COMPANY LIMITED,366.0,892.0,2469.0,699.0,36.0,0.0,2992.0,0.965924335927019,0.0,18.755030855916285,3727.0,735.0,0.0
2018-09-30,TRIDENT INSURANCE COMPANY LIMITED,43856.0,7340.0,934.0,3927.0,0.0,0.0,48203.0,0.0,0.0,7.5330903510454625,52130.0,3927.0,0.0
2018-09-30,OLD MUTUAL GENERAL INSURANCE KENYA LIMITED,2331.0,1550.0,2684.0,1662.0,18.0,0.0,4885.0,0.2741812642802742,0.0,25.316070068545315,6565.0,1680.0,0.0
2018-09-30,XPLICO INSURANCE COMPANY LIMITED,2203.0,196.0,0.0,118.0,0.0,0.0,2281.0,0.0,0.0,4.91871613172155,2399.0,118.0,0.0
2018-12-31,AAR INSURANCE COMPANY LIMITED,26990.0,103571.0,1.0,100296.0,229.0,5756.0,24281.0,0.17539559749391095,4.4,76.81867618449473,130562.0,106281.0,4.408633446178827
2018-12-31, AFRICAN MERCHANT ASSURANCE ,1713.0,562.0,271.0,566.0,0.0,0.0,0.0,0.0,0.0,22.23095051060487,2546.0,0.0,0.0
2018-12-31,AIG KENYA INSURANCE COMPANY LIMITED,1394.0,1029.0,314.0,781.0,0.0,81.0,0.0,0.0,3.3,28.53489221775667,2737.0,0.0,2.959444647424187
2018-12-31, ALLIANZ INSURANCE COMPANY  ,276.0,154.0,74.0,148.0,0.0,2.0,0.0,0.0,0.5,29.365079365079367,504.0,0.0,0.3968253968253968
2018-12-31,APA INSURANCE COMPANY LIMITED,3896.0,2478.0,4028.0,2954.0,0.0,0.0,0.0,0.0,0.0,28.398384925975773,10402.0,0.0,0.0
2018-12-31, BRITAM GENERAL INSURANCE  ,289869.0,49481.0,0.0,71086.0,0.0,213472.0,0.0,0.0,62.9,0.0,0.0,0.0,0.0
2018-12-31, CIC GENERAL INSURANCE COMPANY ,11793.0,2555.0,3818.0,3472.0,0.0,0.0,0.0,0.0,0.0,19.112627986348123,18166.0,0.0,0.0
2018-12-31, CORPORATE INSURANCE COMPANY ,1024.0,112.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-31, DIRECTLINE ASSURANCE COMPANY ,86.0,49.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-31, FIDELITY SHIELD INSURANCE  ,5386.0,1487.0,1522.0,2408.0,22.0,109.0,5856.0,0.2620607504466944,1.6,28.68374032162001,8395.0,2539.0,1.2983918999404407
2018-12-31, FIRST ASSURANCE COMPANY  ,36973.0,41862.0,0.0,33939.0,0.0,6716.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0
2018-12-31,GA INSURANCE LIMITED,7466.0,4337.0,636.0,4058.0,243.0,0.0,0.0,1.9535332422220435,0.0,32.623201221963186,12439.0,0.0,0.0
2018-12-31, GEMINIA INSURANCE COMPANY ,2399.0,884.0,2132.0,855.0,0.0,0.0,0.0,0.0,0.0,15.789473684210526,5415.0,0.0,0.0
2018-12-31, HERITAGE INSURANCE COMPANY  ,12037.0,6981.0,6748.0,6796.0,21.0,1242.0,17707.0,0.08150275556935496,6.5,26.37584413568268,25766.0,8059.0,4.820305829387565
2018-12-31, ICEA LION GENERAL INSURANCE  ,21059.0,1209.0,2452.0,928.0,0.0,0.0,0.0,0.0,0.0,3.7540453074433655,24720.0,0.0,0.0
2018-12-31, INTRA-AFRICA ASSURANCE COMPANY ,546.0,339.0,417.0,357.0,1.0,83.0,861.0,0.07680491551459294,9.4,27.419354838709676,1302.0,441.0,6.374807987711213
2018-12-31, INVESCO ASSURANCE COMPANY ,1124.0,92.0,79.0,52.0,0.0,0.0,0.0,0.0,0.0,4.015444015444015,1295.0,0.0,0.0
2018-12-31, JUBILEE INSURANCE COMPANY ,286313.0,828238.0,1549.0,885806.0,0.0,1022.0,0.0,0.0,0.1,79.36618582564286,1116100.0,0.0,0.09156885583729056
2018-12-31, KENINDIA ASSURANCE COMPANY  ,4957.0,4399.0,0.0,3928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-31, KENYA ORIENT INSURANCE COMPANY ,10872.0,1238.0,4936.0,748.0,29.0,4430.0,11839.0,0.17012788924087763,36.0,4.388126246626775,17046.0,5207.0,25.988501701278892
2018-12-31, MADISON INSURANCE COMPANY ,7983.0,62862.0,186.0,36829.0,1912.0,0.0,0.0,2.691782461178922,0.0,51.84919260604525,71031.0,0.0,0.0
2018-12-31, MAYFAIR INSURANCE COMPANY ,370.0,229.0,0.0,287.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2018-12-31, METROPOLITAN CANNON GENERAL ,1041.0,306.0,0.0,280.0,0.0,6.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
2018-12-31, MUA INSURANCE COMPANY ,997.0,229.0,0.0,263.0,0.0,81.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0
2018-12-31, OCCIDENTAL INSURANCE COMPANY ,1591.0,888.0,3.0,771.0,0.0,89.0,0.0,0.0,3.6,31.06365834004835,2482.0,0.0,3.585817888799355
2018-12-31, PACIS INSURANCE COMPANY ,1850.0,818.0,903.0,546.0,0.0,2.0,0.0,0.0,0.1,15.289834780173619,3571.0,0.0,0.05600672080649678
2018-12-31, PIONEER GENERAL INSURANCE  ,156.0,374.0,1136.0,377.0,9.0,0.0,0.0,0.5402160864345739,0.0,22.629051620648262,1666.0,0.0,0.0
2018-12-31, SAHAM INSURANCE COMPANY  ,20305.0,27279.0,1171.0,20639.0,436.0,327.0,27353.0,0.8942672546405498,0.7,42.33206850579428,48755.0,21402.0,0.6707004409804123
2018-12-31, SANLAM GENERAL INSURANCE ,73664.0,22878.0,0.0,17012.0,178.0,312.0,0.0,0.0,0.3,0.0,0.0,17502.0,0.0
2018-12-31, TAKAFUL INSURANCE OF AFRICA  ,322.0,91.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-31, TAUSI ASSURANCE COMPANY ,658.0,352.0,118.0,263.0,0.0,144.0,0.0,0.0,14.3,23.31560283687943,1128.0,0.0,12.76595744680851
2018-12-31, THE KENYAN ALLIANCE INSURANCE ,155.0,1770.0,935.0,703.0,177.0,16.0,1964.0,6.188811188811188,0.8,24.58041958041958,2860.0,896.0,0.5594405594405595
2018-12-31, THE MONARCH INSURANCE COMPANY ,523.0,932.0,4286.0,499.0,46.0,275.0,4921.0,0.8012541369099461,18.9,8.691865528653544,5741.0,820.0,4.790106253265981
2018-12-31, TRIDENT INSURANCE COMPANY ,47269.0,2568.0,741.0,707.0,0.0,34.0,0.0,0.0,0.1,1.3978409585195144,50578.0,0.0,0.06722290323856221
2018-12-31, UAP INSURANCE COMPANY LIMITED ,2201.0,1519.0,2104.0,1746.0,24.0,0.0,0.0,0.4120879120879121,0.0,29.979395604395602,5824.0,0.0,0.0
2018-12-31, XPLICO INSURANCE COMPANY ,2281.0,138.0,2.0,206.0,2.0,0.0,0.0,0.08261049153242463,0.0,8.508880627839735,2421.0,0.0,0.0
2019-03-31,AAR INSURANCE COMPANY LIMITED,24280.0,94314.0,0.0,86879.0,229.0,7938.0,23548.0,0.19309577213012463,6.693424625191831,73.25750037944584,118594.0,95046.0,6.693424625191831
2019-03-31,AFRICAN MERCHANT ASSURANCE COMPANY LIMITED,1709.0,624.0,185.0,479.0,5.0,6.0,2028.0,0.19857029388403494,0.2571795970852979,19.02303415409055,2518.0,490.0,0.23828435266084197
2019-03-31,AIG KENYA INSURANCE COMPANY LIMITED,1561.0,1035.0,269.0,947.0,0.0,66.0,1852.0,0.0,2.5423728813559325,33.05410122164049,2865.0,1013.0,2.3036649214659684
2019-03-31,ALLIANZ INSURANCE COMPANY LIMITED,280.0,349.0,44.0,254.0,0.0,5.0,414.0,0.0,0.7949125596184419,37.74145616641902,673.0,259.0,0.7429420505200593
2019-03-31,APA INSURANCE COMPANY LIMITED,3420.0,2736.0,3672.0,2488.0,0.0,0.0,7340.0,0.0,0.0,25.315425315425315,9828.0,2488.0,0.0
2019-03-31,BRITAM GENERAL INSURANCE COMPANY (K) LTD,54792.0,67746.0,0.0,65403.0,0.0,156.0,56979.0,0.0,0.1273074474856779,53.37364735837047,122538.0,65559.0,0.1273074474856779
2019-03-31,CIC GENERAL INSURANCE LIMITED,10916.0,2508.0,2038.0,1785.0,0.0,0.0,13677.0,0.0,0.0,11.544431509507179,15462.0,1785.0,0.0
2019-03-31,CORPORATE INSURANCE COMPANY LIMITED,1074.0,133.0,0.0,42.0,0.0,9.0,1156.0,0.0,0.7456503728251864,3.47970173985087,1207.0,51.0,0.7456503728251864
2019-03-31,DIRECTLINE ASSURANCE COMPANY LIMITED,83.0,50.0,0.0,42.0,0.0,0.0,91.0,0.0,0.0,31.57894736842105,133.0,42.0,0.0
2019-03-31,FIDELITY SHIELD INSURANCE COMPANY LIMITED,4334.0,2084.0,1407.0,3181.0,8.0,30.0,4606.0,0.10223642172523961,0.46743533811156124,40.65175718849841,7825.0,3219.0,0.38338658146964855
2019-03-31,FIRST ASSURANCE COMPANY LIMITED,38180.0,41067.0,0.0,34339.0,0.0,6375.0,38533.0,0.0,8.04446856032405,43.33160876752432,79247.0,40714.0,8.04446856032405
2019-03-31,GA INSURANCE LIMITED,7502.0,3305.0,572.0,3203.0,233.0,0.0,7943.0,2.047631602073996,0.0,28.148343439669567,11379.0,3436.0,0.0
2019-03-31,GEMINIA INSURANCE COMPANY LIMITED,2428.0,516.0,1166.0,244.0,0.0,79.0,3787.0,0.0,2.6834239130434785,5.9367396593673964,4110.0,323.0,1.9221411192214113
2019-03-31,THE HERITAGE INSURANCE COMPANY LIMITED,10959.0,11975.0,6552.0,6493.0,9.0,680.0,22304.0,0.03052296004883674,2.9650300863346994,22.02061995523299,29486.0,7182.0,2.3061792036898865
2019-03-31,ICEA LION GENERAL INSURANCE COMPANY LIMITED,21340.0,2571.0,2917.0,2362.0,2.0,4.0,24460.0,0.00745489786789921,0.02199736031676199,8.804234381988966,26828.0,2368.0,0.01490979573579842
2019-03-31,INTRA AFRICA ASSURANCE COMPANY LIMITED,444.0,491.0,487.0,480.0,4.0,27.0,911.0,0.2812939521800281,2.8877005347593583,33.755274261603375,1422.0,511.0,1.89873417721519
2019-03-31,INVESCO ASSURANCE COMPANY LIMITED,1164.0,100.0,113.0,107.0,0.0,0.0,1270.0,0.0,0.0,7.770515613652869,1377.0,107.0,0.0
2019-03-31,JUBILEE ALLIANZ GENERAL INSURANCE LIMITED,227723.0,739321.0,1624.0,935530.0,0.0,827.0,32311.0,0.0,0.07146566839411371,96.57901365586558,968668.0,936357.0,0.08537496851346385
2019-03-31,KENINDIA ASSURANCE COMPANY LIMITED,5428.0,4700.0,0.0,5596.0,0.0,0.0,4532.0,0.0,0.0,55.25276461295419,10128.0,5596.0,0.0
2019-03-31,KENYA ORIENT INSURANCE LIMITED,7104.0,1384.0,1769.0,678.0,1.0,20.0,9558.0,0.009749439407234084,0.23562676720075398,6.61011991810471,10257.0,699.0,0.19498878814468168
2019-03-31,MADISON GENERAL INSURANCE KENYA LIMITED,32131.0,71102.0,115.0,70591.0,3727.0,42.0,28988.0,3.606262336958625,0.04068466478742262,68.30417618144521,103348.0,74360.0,0.0406393931183961
2019-03-31,MAYFAIR INSURANCE COMPANY LIMITED,311.0,357.0,0.0,289.0,0.0,0.0,379.0,0.0,0.0,43.26347305389221,668.0,289.0,0.0
2019-03-31,CANNON GENERALINSURANCE COMPANY LIMITED,1061.0,413.0,0.0,282.0,0.0,15.0,1177.0,0.0,1.01763907734057,19.131614654002714,1474.0,297.0,1.01763907734057
2019-03-31,MUA INSURANCE(KENYA) LIMITED,882.0,393.0,0.0,279.0,0.0,45.0,951.0,0.0,3.5294117647058822,21.88235294117647,1275.0,324.0,3.5294117647058822
2019-03-31,OCCIDENTAL INSURANCE COMPANY LIMITED,1619.0,1189.0,0.0,1000.0,0.0,11.0,1797.0,0.0,0.39173789173789175,35.61253561253561,2808.0,1011.0,0.39173789173789175
2019-03-31,PACIS INSURANCE COMPANY LIMITED,2020.0,1124.0,1443.0,920.0,35.0,21.0,3611.0,0.763025942882058,0.6681514476614699,20.056681927185522,4587.0,976.0,0.45781556572923476
2019-03-31,PIONEER GENERAL INSURANCE LIMITED,144.0,444.0,769.0,405.0,9.0,0.0,943.0,0.6632277081798084,0.0,29.84524686809138,1357.0,414.0,0.0
2019-03-31,SAHAM INSURANCE COMPANY LIMITED,26182.0,31681.0,683.0,20874.0,218.0,140.0,37314.0,0.37235677928466504,0.24195081485578004,35.65401564581697,58546.0,21232.0,0.23912820688006012
2019-03-31,SANLAM GENERAL INSURANCE COMPANY LIMITED,79040.0,18161.0,479.0,13864.0,126.0,321.0,83369.0,0.12899262899262898,0.3302435160132097,14.193284193284194,97680.0,14311.0,0.3286240786240786
2019-03-31,TAKAFUL INSURANCE OF AFRICA LIMITED,309.0,252.0,139.0,124.0,0.0,28.0,548.0,0.0,4.991087344028521,17.71428571428571,700.0,152.0,4.0
2019-03-31,TAUSI ASSURANCE COMPANY LIMITED,605.0,362.0,97.0,219.0,0.0,56.0,789.0,0.0,5.791106514994829,20.582706766917294,1064.0,275.0,5.263157894736842
2019-03-31,THE KENYAN ALLIANCE INSURANCE COMPANY LIMITED,1029.0,1958.0,819.0,2731.0,32.0,0.0,1043.0,0.8407777193904361,0.0,71.75512348922753,3806.0,2763.0,0.0
2019-03-31,THE MONARCH INSURANCE COMPANY LIMITED,635.0,1068.0,2303.0,698.0,22.0,0.0,3286.0,0.5491762356465303,0.0,17.423864203694457,4006.0,720.0,0.0
